evicted,R!OT,Inferno,9,16,2,4503,2332873
mousesports,Renegades,Inferno,16,7,1,4236,2332768
FaZe,NRG,Train,12,16,2,4236,2332764
Chiefs,ViCi,Dust2,16,14,1,4236,2332762
Heroic,Grayhound,Inferno,15,19,2,4236,2332757
Heroic,Grayhound,Mirage,16,5,1,4236,2332757
Heroic,Grayhound,Overpass,11,16,2,4236,2332757
Chiefs,ViCi,Inferno,5,16,2,4236,2332762
Chiefs,ViCi,Nuke,16,10,1,4236,2332762
fnatic,MIBR,Nuke,4,16,2,4236,2332769
mousesports,Renegades,Train,16,12,1,4236,2332768
BIG,MVP PK,Overpass,16,5,1,4236,2332770
Nemiga,Monolith,Dust2,16,9,1,4569,2332884
DreamEaters,Windigo,Overpass,16,11,1,4513,2332882
BIG,MVP PK,Dust2,8,16,2,4236,2332770
DreamEaters,Windigo,Dust2,9,16,2,4513,2332882
DreamEaters,Windigo,Mirage,14,16,2,4513,2332882
Unique,Nemiga,Inferno,10,16,2,4569,2332904
Unique,Nemiga,Mirage,20,22,2,4569,2332904
Nemiga,Monolith,Overpass,16,3,1,4569,2332884
Windigo Academy,Unique,Nuke,7,16,2,4569,2332883
Windigo Academy,Unique,Train,16,9,1,4569,2332883
Windigo Academy,Unique,Mirage,4,16,2,4569,2332883
SYF,Rooster,Inferno,16,13,1,4503,2332881
BIG,MVP PK,Inferno,16,7,1,4236,2332770
FaZe,Chiefs,Dust2,16,5,1,4236,2332759
Liquid,BIG,Overpass,16,3,1,4236,2332763
BOOT-d[S],mousesports,Mirage,2,16,2,4236,2332765
BOOT-d[S],mousesports,Train,6,16,2,4236,2332765
Grayhound,MIBR,Overpass,11,16,2,4236,2332761
fnatic,Heroic,Train,16,7,1,4236,2332760
ViCi,NRG,Mirage,4,16,2,4236,2332758
paiN,Reapers,Overpass,16,14,1,4509,2332880
MVP PK,Renegades,Inferno,13,16,2,4236,2332756
Denial,Infinity,Inferno,16,7,1,4556,2332860
Denial,Infinity,Train,14,16,2,4556,2332860
Denial,Infinity,Dust2,16,13,1,4556,2332860
mousesports,BIG,Inferno,14,16,2,4236,2332754
Liquid,BOOT-d[S],Nuke,16,9,1,4236,2332753
eUnited,MVP PK,Overpass,17,19,2,4236,2332767
Liquid,BIG,Dust2,16,7,1,4236,2332763
NiP,eUnited,Nuke,16,13,1,4236,2332755
eUnited,MVP PK,Train,9,16,2,4236,2332767
Sinisters,All Knights,Mirage,12,16,2,4555,2332861
NiP,Renegades,Mirage,16,12,1,4236,2332766
Sinisters,All Knights,Inferno,8,16,2,4555,2332861
WePlayGames,W7M,Train,19,16,1,4509,2332889
Santos,Redemption POA,Train,14,16,2,4509,2332888
DETONA,INTZ.Academy,Mirage,16,13,1,4509,2332886
Inflames,Reapers,Dust2,16,12,1,4509,2332885
Unique,Vaevictis,Vertigo,16,12,1,4569,2332798
Unique,Vaevictis,Inferno,16,13,1,4569,2332798
Windigo Academy,MAJESTY,Nuke,16,12,1,4569,2332876
Windigo Academy,MAJESTY,Inferno,16,6,1,4569,2332876
Giants,Nemiga,Dust2,7,16,2,4463,2332875
NoChance,Windigo,Mirage,9,16,2,4513,2332874
NoChance,Windigo,Inferno,13,16,2,4513,2332874
Content,SYF,Overpass,13,16,2,4503,2332870
NiP,Renegades,Nuke,16,4,1,4236,2332766
ex-3DMAX,Epsilon,Mirage,19,16,1,4540,2332723
Jade,ORDER,Inferno,8,16,2,4503,2332834
NoChance,Nemiga,Inferno,16,8,1,4513,2332845
NoChance,Nemiga,Vertigo,16,7,1,4513,2332845
ex-3DMAX,Epsilon,Dust2,16,14,1,4540,2332723
NoChance,Nemiga,Mirage,6,16,2,4513,2332845
ex-3DMAX,Epsilon,Inferno,11,16,2,4540,2332723
Windigo,Tricked,Overpass,16,7,1,4513,2332846
Windigo,Tricked,Nuke,6,16,2,4513,2332846
AGO,SJ,Train,11,16,2,4524,2332854
All Knights,9z,Vertigo,4,16,2,4555,2332852
All Knights,9z,Mirage,11,16,2,4555,2332852
Windigo,Tricked,Dust2,16,14,1,4513,2332846
DreamEaters,GamerLegion,Train,16,14,1,4513,2332831
AGO,devils.one,Vertigo,11,16,2,4571,2332830
AGO,devils.one,Mirage,17,19,2,4571,2332830
Tricked,Epsilon,Dust2,16,11,1,4513,2332824
Tricked,Epsilon,Overpass,16,13,1,4513,2332824
Tricked,Epsilon,Nuke,7,16,2,4513,2332824
DreamEaters,GamerLegion,Overpass,5,16,2,4513,2332831
DreamEaters,GamerLegion,Dust2,8,16,2,4513,2332831
Infinity,Novacancy,Mirage,16,13,1,4556,2332700
OpTic,Vitality,Nuke,6,16,2,4414,2332825
OpTic,Vitality,Overpass,16,7,1,4414,2332825
OpTic,Vitality,Inferno,11,16,2,4414,2332825
FURIA,INTZ,Mirage,19,15,1,4420,2332833
FURIA,INTZ,Train,12,16,2,4420,2332833
FURIA,INTZ,Inferno,16,4,1,4420,2332833
NoChance,GamerLegion,Dust2,14,16,2,4513,2332822
NoChance,GamerLegion,Mirage,5,16,2,4513,2332822
NoChance,GamerLegion,Vertigo,16,12,1,4513,2332822
devils.one,PACT,Mirage,16,13,1,4571,2332793
Budapest Five,Salamander,Inferno,15,19,2,4572,2332823
Budapest Five,Salamander,Mirage,17,19,2,4572,2332823
devils.one,PACT,Vertigo,4,16,2,4571,2332793
Valiance,Vitality,Mirage,13,16,2,4414,2332791
Valiance,Vitality,Dust2,9,16,2,4414,2332791
INTZ,Cloud9,Overpass,16,12,1,4420,2332797
devils.one,PACT,Train,16,13,1,4571,2332793
INTZ,Cloud9,Train,19,16,1,4420,2332797
Isurus,Infinity,Dust2,16,7,1,4338,2332374
DETONA,Denial,Mirage,16,9,1,4338,2332375
INTZ,ATK,Train,16,13,1,4420,2332787
INTZ,ATK,Cache,16,5,1,4420,2332787
Bad News Bears,Cloud9,Dust2,4,16,2,4420,2332788
Bad News Bears,Cloud9,Inferno,10,16,2,4420,2332788
Singularity,Luminosity,Overpass,10,16,2,4420,2332786
Singularity,Luminosity,Mirage,11,16,2,4420,2332786
Singularity,Luminosity,Inferno,16,10,1,4420,2332786
EHOME,IPET,Dust2,16,8,1,4526,2332795
FURIA,Spacestation,Cache,16,6,1,4420,2332785
FURIA,Spacestation,Nuke,16,3,1,4420,2332785
DETONA,Denial,Overpass,28,24,1,4338,2332375
Isurus,Infinity,Mirage,16,9,1,4338,2332374
EHOME,IPET,Mirage,16,11,1,4526,2332795
AGO,Nemiga,Nuke,13,16,2,4513,2332746
Nemiga,HAVU,Mirage,16,12,1,4540,2332718
FURIA,Luminosity,Inferno,16,11,1,4420,2332796
FURIA,Luminosity,Overpass,16,7,1,4420,2332796
FURIA,Luminosity,Cache,15,19,2,4420,2332796
OpTic,AVANGAR,Overpass,11,16,2,4414,2332790
OpTic,AVANGAR,Train,16,11,1,4414,2332790
OpTic,AVANGAR,Dust2,16,14,1,4414,2332790
AGO,Nemiga,Overpass,19,22,2,4513,2332746
GamerLegion,Epsilon,Mirage,16,14,1,4513,2332720
GamerLegion,Epsilon,Overpass,16,12,1,4513,2332720
Nemiga,HAVU,Inferno,10,16,2,4540,2332718
Nemiga,HAVU,Dust2,22,18,1,4540,2332718
SJ,OwmS,Nuke,16,6,1,4463,2332743
Tricked,NoChance,Vertigo,9,16,2,4513,2332717
Tricked,NoChance,Overpass,14,16,2,4513,2332717
Infinity,Denial,Mirage,19,17,1,4338,2332373
Infinity,Denial,Inferno,14,16,2,4338,2332373
Infinity,Denial,Train,16,4,1,4338,2332373
FURIA,Luminosity,Overpass,17,19,2,4564,2332741
FURIA,Luminosity,Cache,16,14,1,4564,2332741
INTZ,Singularity,Inferno,11,16,2,4564,2332740
FURIA,Luminosity,Inferno,16,5,1,4564,2332741
Isurus,DETONA,Mirage,14,16,2,4338,2332372
Isurus,DETONA,Dust2,16,12,1,4338,2332372
Isurus,DETONA,Inferno,8,16,2,4338,2332372
Reapers,Bulldozer,Inferno,12,16,2,4509,2332703
INTZ,Singularity,Cache,16,5,1,4564,2332740
INTZ,Singularity,Mirage,16,9,1,4564,2332740
AVANGAR,Epsilon,Train,16,11,1,4414,2332493
Unicorns of Love,expert,Cache,16,5,1,4463,2332744
Movistar Riders,Epsilon,Train,11,16,2,4463,2332745
AVANGAR,Epsilon,Dust2,16,8,1,4414,2332493
forZe,Valiance,Mirage,5,16,2,4414,2332494
Astralis,BIG,Dust2,16,10,1,4337,2332308
Astralis,BIG,Inferno,17,19,2,4337,2332308
OpTic,G2,Dust2,16,11,1,4414,2332492
Copenhagen Flames,GoldenGitte,Train,16,3,1,4570,2332789
Copenhagen Flames,GoldenGitte,Mirage,9,16,2,4570,2332789
Copenhagen Flames,GoldenGitte,Overpass,8,16,2,4570,2332789
forZe,Valiance,Nuke,1,16,2,4414,2332494
forZe,Valiance,Inferno,16,13,1,4414,2332494
Astralis,BIG,Overpass,16,14,1,4337,2332308
Vitality,Virtus.pro,Nuke,16,10,1,4414,2332495
GoldenGitte,Jordan's Money Crew,Overpass,13,16,2,4570,2332721
GoldenGitte,Jordan's Money Crew,Train,16,13,1,4570,2332721
GoldenGitte,Jordan's Money Crew,Inferno,16,2,1,4570,2332721
HellRaisers,ex-3DMAX,Nuke,16,10,1,4337,2332307
HellRaisers,ex-3DMAX,Train,16,6,1,4337,2332307
OpTic,G2,Inferno,19,17,1,4414,2332492
Vitality,Virtus.pro,Overpass,16,7,1,4414,2332495
Isurus,Denial,Overpass,16,2,1,4338,2332370
DETONA,Infinity,Inferno,16,9,1,4338,2332371
Luminosity,Party Astronauts,Mirage,16,13,1,4564,2332739
Singularity,iNTACT,Overpass,16,12,1,4564,2332738
FURIA,Variance,Overpass,16,9,1,4564,2332737
Isurus,Denial,Inferno,16,8,1,4338,2332370
NoChance,GoldenGitte,Train,16,12,1,4565,2332728
INTZ,Front,Train,16,3,1,4564,2332736
GamerLegion,Winstrike,Mirage,11,16,2,4565,2332733
OpTic,devils.one,Nuke,16,3,1,4565,2332731
Winstrike,ex-Fragsters,Dust2,16,2,1,4565,2332730
Grayhound,Chiefs,Overpass,16,8,1,4484,2332403
DETONA,Infinity,Nuke,16,6,1,4338,2332371
Astralis,HellRaisers,Dust2,16,4,1,4337,2332305
Grayhound,Chiefs,Mirage,16,11,1,4484,2332403
BIG,ex-3DMAX,Mirage,16,13,1,4337,2332306
AVANT,Ground Zero,Inferno,16,10,1,4484,2332402
BIG,ex-3DMAX,Dust2,16,10,1,4337,2332306
OpTic,NoChance,Train,17,19,2,4565,2332735
OpTic,NoChance,Mirage,16,5,1,4565,2332735
AVANGAR,Nordavind,Mirage,16,6,1,4565,2332732
OpTic,NoChance,Overpass,16,7,1,4565,2332735
Astralis,HellRaisers,Inferno,16,7,1,4337,2332305
Windigo,Nemiga,Overpass,25,22,1,4513,2332716
Windigo,Nemiga,Inferno,11,16,2,4513,2332716
Windigo,Nemiga,Mirage,16,14,1,4513,2332716
AVANT,Ground Zero,Nuke,16,9,1,4484,2332402
BIG,HellRaisers,Overpass,8,16,2,4337,2332303
Grayhound,AVANT,Dust2,19,16,1,4484,2332401
Grayhound,AVANT,Mirage,16,13,1,4484,2332401
Chiefs,Ground Zero,Nuke,16,8,1,4484,2332400
Chiefs,Ground Zero,Dust2,16,8,1,4484,2332400
SJ,Epsilon,Dust2,17,19,2,4540,2332712
ALTERNATE aTTaX,Epsilon,Inferno,10,16,2,4540,2332713
AGO,DreamEaters,Overpass,6,16,2,4513,2332714
AGO,DreamEaters,Dust2,17,19,2,4513,2332714
AGO,DreamEaters,Nuke,16,9,1,4513,2332714
DreamEaters,AGO,Inferno,16,8,1,4463,2332715
BIG,HellRaisers,Train,8,16,2,4337,2332303
AVANGAR,PACT,Dust2,16,10,1,4565,2332727
RED Canids,INTZ.Academy,Overpass,9,16,2,4509,2332706
NoChance,SJ,Train,16,10,1,4565,2332719
OpTic,Tricked,Dust2,16,9,1,4565,2332725
Astralis,ex-3DMAX,Nuke,16,7,1,4337,2332304
Astralis,ex-3DMAX,Mirage,16,6,1,4337,2332304
devils.one,Sprout,Nuke,16,14,1,4565,2332724
WePlayGames,Redemption POA,Mirage,9,16,2,4509,2332705
Santos,W7M,Overpass,3,16,2,4509,2332704
BIG,HellRaisers,Mirage,16,9,1,4337,2332303
GamerLegion,pro100,Mirage,16,13,1,4565,2332729
Envy,Luminosity,Train,16,9,1,4338,2332369
Chiefs,AVANT,Nuke,16,10,1,4484,2332398
Grayhound,Ground Zero,Inferno,16,4,1,4484,2332399
Grayhound,Ground Zero,Nuke,16,6,1,4484,2332399
ALTERNATE aTTaX,SJ,Inferno,16,8,1,4540,2332484
Envy,Luminosity,Inferno,7,16,2,4338,2332369
Envy,Luminosity,Cache,5,16,2,4338,2332369
MIBR,Cloud9,Overpass,16,9,1,4338,2332368
MIBR,Cloud9,Train,16,1,1,4338,2332368
Chiefs,AVANT,Train,16,13,1,4484,2332398
NoChance,SJ,Train,16,13,1,4513,2332677
Epsilon,HAVU,Train,7,16,2,4540,2332483
Chaos,AGO,Overpass,13,16,2,4513,2332675
BOOT-d[S],5POWER,Mirage,9,16,2,4551,2332575
NoChance,SJ,Dust2,16,13,1,4513,2332677
Epsilon,ALTERNATE aTTaX,Mirage,19,17,1,4513,2332676
Tricked,Nemiga,Dust2,16,10,1,4463,2332695
Epsilon,ALTERNATE aTTaX,Inferno,16,13,1,4513,2332676
Chaos,AGO,Train,8,16,2,4513,2332675
ALTERNATE aTTaX,HAVU,Mirage,7,16,2,4540,2332711
BOOT-d[S],5POWER,Inferno,9,16,2,4551,2332575
BOOT-d[S],5POWER,Train,16,8,1,4551,2332575
TYLOO,ViCi,Mirage,16,9,1,4484,2332396
5POWER,EHOME,Inferno,16,7,1,4551,2332574
Sharks,FURIA,Inferno,13,16,2,4308,2332589
MVP PK,5POWER,Dust2,16,7,1,4484,2332397
MVP PK,5POWER,Train,16,7,1,4484,2332397
TYLOO,ViCi,Dust2,16,1,1,4484,2332396
MIBR,Envy,Train,16,4,1,4338,2332365
Cloud9,Luminosity,Dust2,16,11,1,4338,2332366
Cloud9,Luminosity,Inferno,14,16,2,4338,2332366
Cloud9,Luminosity,Mirage,16,12,1,4338,2332366
MIBR,Envy,Cache,16,14,1,4338,2332365
5POWER,EHOME,Dust2,22,20,1,4551,2332574
5POWER,EHOME,Nuke,13,16,2,4551,2332574
Sharks,FURIA,Vertigo,4,16,2,4308,2332589
AVANGAR,Valiance,Dust2,16,12,1,4308,2332590
Natus Vincere,fnatic,Nuke,16,11,1,4337,2332301
AVANGAR,Valiance,Inferno,10,16,2,4308,2332590
G2,Windigo,Dust2,16,13,1,4337,2332302
FURIA,AVANGAR,Vertigo,16,2,1,4308,2332591
FURIA,AVANGAR,Inferno,8,16,2,4308,2332591
FURIA,AVANGAR,Train,16,19,2,4308,2332591
G2,Windigo,Inferno,16,4,1,4337,2332302
Natus Vincere,fnatic,Overpass,8,16,2,4337,2332301
Natus Vincere,fnatic,Inferno,16,13,1,4337,2332301
DreamEaters,Vaevictis,Inferno,16,11,1,4543,2332692
DreamEaters,Vaevictis,Mirage,16,12,1,4543,2332692
G2,Windigo,Train,20,22,2,4337,2332302
AVANGAR,Valiance,Train,16,12,1,4308,2332590
Besiktas,Lazarus fe,Inferno,16,10,1,4487,2332663
ViCi,5POWER,Dust2,9,16,2,4484,2332395
ViCi,5POWER,Nuke,16,9,1,4484,2332395
ViCi,5POWER,Mirage,16,12,1,4484,2332395
Tricked,forZe,Inferno,7,16,2,3857,2332665
Tricked,forZe,Dust2,7,16,2,3857,2332665
Copenhagen Flames,Vulkanbet,Train,13,16,2,4486,2332668
Copenhagen Flames,Vulkanbet,Vertigo,11,16,2,4486,2332668
TYLOO,MVP PK,Inferno,16,7,1,4484,2332394
TYLOO,MVP PK,Mirage,22,20,1,4484,2332394
AVANGAR,INTZ,Mirage,16,8,1,4308,2332583
Besiktas,Lazarus fe,Mirage,16,5,1,4487,2332663
CLG Red,PENSIONERS+2,Overpass,16,8,1,4487,2332662
CLG Red,PENSIONERS+2,Train,16,2,1,4487,2332662
Cloud9,Envy,Inferno,16,8,1,4338,2332364
Cloud9,Envy,Mirage,16,11,1,4338,2332364
Valiance,Sharks,Train,12,16,2,4308,2332584
CLG Red,Besiktas,Inferno,16,12,1,4487,2332671
MIBR,Luminosity,Inferno,7,16,2,4338,2332363
MIBR,Luminosity,Train,8,16,2,4338,2332363
Sharks,Redemption POA,Train,16,9,1,4308,2332582
FURIA,INTZ,Mirage,11,16,2,4308,2332581
Dignitas fe,Assassins,Inferno,12,16,2,4487,2332673
Dignitas fe,Assassins,Nuke,4,16,2,4487,2332673
CLG Red,Besiktas,Train,16,13,1,4487,2332671
Natus Vincere,G2,Overpass,9,16,2,4337,2332299
fnatic,Windigo,Train,16,10,1,4337,2332300
fnatic,Windigo,Mirage,13,16,2,4337,2332300
fnatic,Windigo,Nuke,16,12,1,4337,2332300
CLG Red,Besiktas,Mirage,8,16,2,4487,2332671
Valiance,W7M,Nuke,16,8,1,4308,2332588
forZe,Sprout,Nuke,15,19,2,3857,2332667
forZe,Sprout,Mirage,16,11,1,3857,2332667
forZe,Sprout,Inferno,16,8,1,3857,2332667
Natus Vincere,G2,Nuke,14,16,2,4337,2332299
Natus Vincere,G2,Train,16,11,1,4337,2332299
Valiance,W7M,Inferno,16,7,1,4308,2332588
INTZ,FURIA,Nuke,3,16,2,4308,2332587
Movistar Riders,Sprout,Nuke,10,16,2,3857,2332666
INTZ,FURIA,Train,4,16,2,4308,2332587
eUnited,FURIA,Nuke,8,16,2,4308,2332585
Movistar Riders,Sprout,Inferno,12,16,2,3857,2332666
Movistar Riders,Sprout,Vertigo,16,11,1,3857,2332666
eUnited,FURIA,Inferno,13,16,2,4308,2332585
W7M,Redemption POA,Inferno,16,8,1,4308,2332586
W7M,Redemption POA,Overpass,16,0,1,4308,2332586
Assassins,CLG Red,Nuke,5,16,2,4487,2332679
Assassins,CLG Red,Train,10,16,2,4487,2332679
Ambush,forZe,Train,10,16,2,3857,2332641
TYLOO,5POWER,Dust2,14,16,2,4484,2332392
TYLOO,5POWER,Mirage,16,9,1,4484,2332392
TYLOO,5POWER,Inferno,12,16,2,4484,2332392
EHOME,BOOT-d[S],Dust2,16,5,1,4551,2332572
EHOME,BOOT-d[S],Inferno,14,16,2,4551,2332572
EHOME,BOOT-d[S],Nuke,13,16,2,4551,2332572
Complexity,Lazarus,Nuke,16,13,1,4338,2332362
Epsilon,Ambush,Overpass,16,4,1,3857,2332638
Epsilon,Ambush,Mirage,16,2,1,3857,2332638
Complexity,Lazarus,Mirage,19,17,1,4338,2332362
Liquid,Ghost,Mirage,16,3,1,4338,2332361
Liquid,Ghost,Dust2,16,10,1,4338,2332361
Ambush,forZe,Inferno,14,16,2,3857,2332641
Epsilon,Movistar Riders,Inferno,6,16,2,3857,2332640
Movistar Riders,Ambush,Inferno,16,4,1,3857,2332643
fnatic,G2,Nuke,11,16,2,4337,2332298
fnatic,G2,Inferno,17,19,2,4337,2332298
Valiance,W7M,Mirage,16,13,1,4308,2332580
Natus Vincere,Windigo,Overpass,20,22,2,4337,2332297
Natus Vincere,Windigo,Dust2,16,14,1,4337,2332297
Sprout,Tricked,Overpass,6,16,2,3857,2332648
Sprout,Tricked,Mirage,14,16,2,3857,2332648
Natus Vincere,Windigo,Train,16,12,1,4337,2332297
Movistar Riders,Ambush,Overpass,16,11,1,3857,2332643
Epsilon,forZe,Mirage,13,16,2,3857,2332642
AVANGAR,eUnited,Inferno,25,23,1,4308,2332579
ViCi,MVP PK,Inferno,11,16,2,4484,2332393
ViCi,MVP PK,Overpass,14,16,2,4484,2332393
Epsilon,Movistar Riders,Vertigo,10,16,2,3857,2332640
Epsilon,Movistar Riders,Mirage,16,2,1,3857,2332640
Epsilon,forZe,Inferno,4,16,2,3857,2332642
Singularity,Nova,Vertigo,16,9,1,4485,2332614
BOOT-d[S],Lucid Dream,Nuke,22,20,1,4484,2332390
Virtus.pro,Nemiga,Inferno,12,16,2,4540,2332606
DreamEaters,Giants,Dust2,16,13,1,4463,2332609
Apeks,Ambush,Vertigo,12,16,2,4485,2332623
Singularity,Nova,Overpass,16,9,1,4485,2332614
Monarchs,Defusekids,Inferno,16,13,1,4485,2332613
Monarchs,Defusekids,Overpass,16,8,1,4485,2332613
BOOT-d[S],Lucid Dream,Mirage,11,16,2,4484,2332390
BOOT-d[S],Lucid Dream,Dust2,7,16,2,4484,2332390
Liquid,Complexity,Inferno,16,3,1,4338,2332359
Nemiga,LDLC,Inferno,16,4,1,4540,2332604
Breakaway,Chiefs,Inferno,10,16,2,4381,2332605
Breakaway,Chiefs,Train,5,16,2,4381,2332605
Breakaway,Chiefs,Mirage,5,16,2,4381,2332605
Ghost,Lazarus,Inferno,16,11,1,4338,2332360
Ghost,Lazarus,Overpass,16,11,1,4338,2332360
Liquid,Complexity,Cache,12,16,2,4338,2332359
Liquid,Complexity,Dust2,16,2,1,4338,2332359
Virtus.pro,x-kom,Train,16,9,1,4513,2332461
Apeks,Ambush,Overpass,10,16,2,4485,2332623
FaZe,NiP,Dust2,16,4,1,4337,2332295
Virtus.pro,x-kom,Nuke,31,29,1,4513,2332461
Chaos,Ambush,Inferno,14,16,2,4485,2332630
Heroic,devils.one,Train,14,16,2,4337,2332296
Heroic,devils.one,Nuke,22,18,1,4337,2332296
Movistar Riders,Copenhagen Flames,Nuke,16,5,1,4485,2332634
Movistar Riders,Copenhagen Flames,Overpass,16,13,1,4485,2332634
Chaos,Ambush,Vertigo,14,16,2,4485,2332630
Chaos,Ambush,Dust2,16,10,1,4485,2332630
Heroic,devils.one,Overpass,16,13,1,4337,2332296
Epsilon,Virtus.pro,Mirage,16,12,1,4513,2332608
Vulkanbet,GODSENT,Nuke,14,16,2,4485,2332632
Vulkanbet,GODSENT,Overpass,10,16,2,4485,2332632
Copenhagen Flames,Nordavind,Overpass,12,16,2,4485,2332628
Copenhagen Flames,Nordavind,Train,16,6,1,4485,2332628
Copenhagen Flames,Nordavind,Vertigo,16,9,1,4485,2332628
Movistar Riders,Monarchs,Train,16,10,1,4485,2332629
Movistar Riders,Monarchs,Overpass,16,12,1,4485,2332629
FaZe,NiP,Mirage,16,14,1,4337,2332295
Epsilon,Virtus.pro,Train,16,12,1,4513,2332608
Genuine,Breakaway,Mirage,10,16,2,4381,2332577
BOOT-d[S],Alpha Red,Dust2,3,16,2,4484,2332388
BOOT-d[S],Alpha Red,Train,14,16,2,4484,2332388
Windigo,NoChance,Overpass,16,10,1,4513,2332566
Windigo,NoChance,Mirage,19,16,1,4513,2332566
ex-3DMAX,Nemiga,Mirage,16,9,1,4540,2332481
Liquid,Lazarus,Nuke,16,2,1,4338,2332357
Genuine,Breakaway,Train,7,16,2,4381,2332577
Ghost,Complexity,Mirage,16,19,2,4338,2332358
Ghost,Complexity,Overpass,16,13,1,4338,2332358
Ghost,Complexity,Nuke,19,15,1,4338,2332358
Liquid,Lazarus,Overpass,16,4,1,4338,2332357
Chiefs,Athletico,Nuke,16,12,1,4381,2332576
BOOT-d[S],Alpha Red,Mirage,16,14,1,4484,2332388
LDLC,Virtus.pro,Nuke,12,16,2,4540,2332482
NiP,devils.one,Nuke,17,19,2,4337,2332294
FaZe,Heroic,Overpass,16,8,1,4337,2332293
NiP,devils.one,Overpass,16,10,1,4337,2332294
Chiefs,Athletico,Dust2,16,14,1,4381,2332576
paiN,RED Canids,Nuke,16,14,1,4509,2332602
Queso,Giants,Vertigo,16,14,1,4522,2332473
Queso,Giants,Inferno,14,16,2,4522,2332473
NiP,devils.one,Mirage,13,16,2,4337,2332294
Queso,Giants,Dust2,12,16,2,4522,2332473
FaZe,Heroic,Dust2,11,16,2,4337,2332293
FaZe,Heroic,Mirage,16,8,1,4337,2332293
ex-3DMAX,Virtus.pro,Nuke,19,17,1,4540,2332603
Lucid Dream,Entity,Mirage,16,4,1,4484,2332389
Lucid Dream,Entity,Nuke,16,3,1,4484,2332389
Chiefs,Athletico,Mirage,16,19,2,4381,2332576
Nordavind,SJ,Overpass,12,16,2,4513,2332565
Alpha Red,EHOME,Nuke,16,13,1,4525,2332593
Alpha Red,EHOME,Mirage,16,5,1,4525,2332593
BOOT-d[S],Entity,Inferno,16,2,1,4484,2332386
BOOT-d[S],Entity,Mirage,16,2,1,4484,2332386
5POWER,EHOME,Nuke,11,16,2,4551,2332570
5POWER,EHOME,Inferno,11,16,2,4551,2332570
The Quest,The Fundamentals,Nuke,16,9,1,4495,2332569
The Quest,The Fundamentals,Inferno,16,7,1,4495,2332569
Lucid Dream,Alpha Red,Train,16,12,1,4484,2332387
Nordavind,SJ,Train,7,16,2,4513,2332565
FaZe,devils.one,Dust2,16,6,1,4337,2332291
Lucid Dream,Alpha Red,Mirage,16,13,1,4484,2332387
WePlayGames,Imperial,Dust2,5,16,2,4509,2332597
NiP,Heroic,Nuke,16,11,1,4337,2332292
NiP,Heroic,Train,17,19,2,4337,2332292
Lucid Dream,Alpha Red,Dust2,10,16,2,4484,2332387
Bulldozer,Santos,Dust2,5,16,2,4509,2332598
NiP,Heroic,Mirage,16,10,1,4337,2332292
paiN,INTZ.Academy,Inferno,16,8,1,4509,2332601
Redemption POA,W7M,Overpass,16,9,1,4509,2332596
FaZe,devils.one,Train,16,4,1,4337,2332291
Movistar Riders,expert,Mirage,14,16,2,4463,2332592
eUnited,INTZ,Overpass,16,11,1,4338,2332356
ATK,Zone,Inferno,16,6,1,4545,2332554
ATK,Zone,Train,16,7,1,4545,2332554
ATK,Zone,Nuke,8,16,2,4545,2332554
NRG,Renegades,Inferno,3,16,2,4338,2332355
NRG,Renegades,Train,16,14,1,4338,2332355
NRG,Renegades,Mirage,12,16,2,4338,2332355
Sharks,ALTERNATE aTTaX,Dust2,8,16,2,4513,2332563
eUnited,INTZ,Mirage,16,13,1,4338,2332356
AGO,Nemiga,Nuke,14,16,2,4513,2332562
AGO,Nemiga,Overpass,16,11,1,4513,2332562
Unicorns of Love,Syman,Overpass,8,16,2,4463,2332568
Sharks,ALTERNATE aTTaX,Inferno,7,16,2,4513,2332563
DreamEaters,Chaos,Mirage,16,8,1,4513,2332564
DreamEaters,Chaos,Overpass,22,20,1,4513,2332564
AGO,Nemiga,Inferno,6,16,2,4513,2332562
Absolute,BOOM,Mirage,14,16,2,4534,2332525
Renegades,INTZ,Mirage,16,13,1,4338,2332354
Renegades,INTZ,Dust2,16,9,1,4338,2332354
Lucid Dream,Ignis,Train,16,13,1,4534,2332523
Lucid Dream,Ignis,Dust2,16,10,1,4534,2332523
ORDER,Chiefs,Nuke,16,14,1,4368,2332509
Absolute,BOOM,Inferno,10,16,2,4534,2332525
Athletico,Paradox,Overpass,16,12,1,4484,2332385
BOOT-d[S],Beyond,Mirage,16,19,2,4534,2332524
ORDER,Chiefs,Inferno,11,16,2,4368,2332509
Athletico,Paradox,Mirage,13,16,2,4484,2332385
BOOM,Beyond,Dust2,8,16,2,4534,2332527
Athletico,Paradox,Cache,13,16,2,4484,2332385
MVP PK,ex-Storm Riders,Overpass,16,2,1,4534,2332522
MVP PK,ex-Storm Riders,Inferno,16,5,1,4534,2332522
Zone,Chris and the boys,Mirage,22,20,1,4545,2332553
ORDER,Breakaway,Nuke,16,11,1,4484,2332384
ORDER,Breakaway,Inferno,6,16,2,4484,2332384
ORDER,Breakaway,Mirage,16,12,1,4484,2332384
NRG,eUnited,Dust2,16,13,1,4338,2332353
NRG,eUnited,Mirage,16,9,1,4338,2332353
iNTACT,Bad News Bears,Inferno,6,16,2,4545,2332551
TeamOne,Royal,Mirage,13,16,2,4545,2332550
ORDER,Chiefs,Overpass,16,14,1,4368,2332509
BOOT-d[S],Beyond,Inferno,14,16,2,4534,2332524
